id_go,hagrid,go,name,type
18534,170,6355,"regulation of transcription, DNA-templated",P
18535,170,48511,rhythmic process,P
18536,170,42795,snRNA transcription from RNA polymerase II promoter,P
18537,170,16032,viral process,P
18538,170,5737,cytoplasm,C
18539,170,790,nuclear chromatin,C
18540,170,5654,nucleoplasm,C
18541,170,5654,nucleoplasm,C
18542,170,5634,nucleus,C
18543,170,32993,protein-DNA complex,C
18595,169,8284,positive regulation of cell proliferation,P
18596,169,2000546,positive regulation of endothelial cell chemotaxis to fibroblast growth factor,P
18597,169,2053,positive regulation of mesenchymal cell proliferation,P
18598,169,1903465,positive regulation of mitotic cell cycle DNA replication,P
18599,169,45666,positive regulation of neuron differentiation,P
18600,169,10976,positive regulation of neuron projection development,P
18601,169,2000830,positive regulation of parathyroid hormone secretion,P
18602,169,14068,positive regulation of phosphatidylinositol 3-kinase signaling,P
18603,169,10863,positive regulation of phospholipase C activity,P
18604,169,10518,positive regulation of phospholipase activity,P
18605,169,46777,protein autophosphorylation,P
18606,169,6468,protein phosphorylation,P
18607,169,60665,regulation of branching involved in salivary gland morphogenesis by mesenchymal-epithelial signaling,P
18608,169,45595,regulation of cell differentiation,P
18609,169,2001239,regulation of extrinsic apoptotic signaling pathway in absence of ligand,P
18610,169,48378,regulation of lateral mesodermal cell fate specification,P
18611,169,14066,regulation of phosphatidylinositol 3-kinase signaling,P
18612,169,7605,sensory perception of sound,P
18613,169,1501,skeletal system development,P
18614,169,48705,skeletal system morphogenesis,P
18615,169,6351,"transcription, DNA-templated",P
18616,169,1657,ureteric bud development,P
18617,169,7037,vacuolar phosphate transport,P
18618,169,21847,ventricular zone neuroblast division,P
18619,169,70640,vitamin D3 metabolic process,P
18620,169,31410,cytoplasmic vesicle,C
18621,169,5829,cytosol,C
18622,169,5576,extracellular region,C
18623,169,16021,integral component of membrane,C
18624,169,5887,integral component of plasma membrane,C
18625,169,5634,nucleus,C
18626,169,5886,plasma membrane,C
18627,169,5886,plasma membrane,C
18628,169,43235,receptor complex,C
18678,168,1900015,regulation of cytokine production involved in inflammatory response,P
18679,168,30278,regulation of ossification,P
18680,168,51090,regulation of sequence-specific DNA binding transcription factor activity,P
18681,168,1901796,regulation of signal transduction by p53 class mediator,P
18682,168,6357,regulation of transcription from RNA polymerase II promoter,P
18683,168,32495,response to muramyl dipeptide,P
18684,168,35994,response to muscle stretch,P
18685,168,7165,signal transduction,P
18686,168,42770,signal transduction in response to DNA damage,P
18687,168,7519,skeletal muscle tissue development,P
18688,168,90400,stress-induced premature senescence,P
18689,168,51146,striated muscle cell differentiation,P
18690,168,6351,"transcription, DNA-templated",P
18691,168,7178,transmembrane receptor protein serine/threonine kinase signaling pathway,P
18692,168,48010,vascular endothelial growth factor receptor signaling pathway,P
18693,168,48010,vascular endothelial growth factor receptor signaling pathway,P
18694,168,5737,cytoplasm,C
18695,168,5829,cytosol,C
18696,168,70062,extracellular exosome,C
18697,168,5739,mitochondrion,C
18698,168,5654,nucleoplasm,C
18699,168,5654,nucleoplasm,C
18700,168,5634,nucleus,C
18701,168,922,spindle pole,C
18716,167,30890,positive regulation of B cell proliferation,P
18717,167,45582,positive regulation of T cell differentiation,P
18718,167,45582,positive regulation of T cell differentiation,P
18719,167,8284,positive regulation of cell proliferation,P
18720,167,46622,positive regulation of organ growth,P
18721,167,10468,regulation of gene expression,P
18722,167,5576,extracellular region,C
18723,167,5615,extracellular space,C
18782,166,8360,regulation of cell shape,P
18783,166,51493,regulation of cytoskeleton organization,P
18784,166,10594,regulation of endothelial cell migration,P
18785,166,10632,regulation of epithelial cell migration,P
18786,166,51893,regulation of focal adhesion assembly,P
18787,166,51893,regulation of focal adhesion assembly,P
18788,166,45667,regulation of osteoblast differentiation,P
18789,166,1932,regulation of protein phosphorylation,P
18790,166,1900024,regulation of substrate adhesion-dependent cell spreading,P
18791,166,7172,signal complex assembly,P
18792,166,7179,transforming growth factor beta receptor signaling pathway,P
18793,166,48010,vascular endothelial growth factor receptor signaling pathway,P
18794,166,1570,vasculogenesis,P
18795,166,16324,apical plasma membrane,C
18796,166,5938,cell cortex,C
18797,166,5737,cytoplasm,C
18798,166,5856,cytoskeleton,C
18799,166,5829,cytosol,C
18800,166,5829,cytosol,C
18801,166,31234,extrinsic component of cytoplasmic side of plasma membrane,C
18802,166,5925,focal adhesion,C
18803,166,30027,lamellipodium,C
18804,166,5815,microtubule organizing center,C
18805,166,5634,nucleus,C
18806,166,5886,plasma membrane,C
18807,166,1725,stress fiber,C
18871,165,45860,positive regulation of protein kinase activity,P
18872,165,2000060,positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process,P
18873,165,51968,"positive regulation of synaptic transmission, glutamatergic",P
18874,165,45727,positive regulation of translation,P
18875,165,46777,protein autophosphorylation,P
18876,165,6461,protein complex assembly,P
18877,165,6468,protein phosphorylation,P
18878,165,2000310,regulation of N-methyl-D-aspartate selective glutamate receptor activity,P
18879,165,2000249,regulation of actin cytoskeleton reorganization,P
18880,165,30826,regulation of cGMP biosynthetic process,P
18881,165,10752,regulation of cGMP-mediated signaling,P
18882,165,50848,regulation of calcium-mediated signaling,P
18883,165,30155,regulation of cell adhesion,P
18884,165,8360,regulation of cell shape,P
18885,165,2000114,regulation of establishment of cell polarity,P
18886,165,32960,regulation of inositol trisphosphate biosynthetic process,P
18887,165,10758,regulation of macrophage chemotaxis,P
18888,165,2000058,regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process,P
18889,165,51279,regulation of release of sequestered calcium ion into cytosol,P
18890,165,51591,response to cAMP,P
18891,165,51592,response to calcium ion,P
18892,165,42220,response to cocaine,P
18893,165,42493,response to drug,P
18894,165,45471,response to ethanol,P
18895,165,9749,response to glucose,P
18896,165,9725,response to hormone,P
18897,165,42542,response to hydrogen peroxide,P
18898,165,1666,response to hypoxia,P
18899,165,35902,response to immobilization stress,P
18900,165,10226,response to lithium ion,P
18901,165,9612,response to mechanical stimulus,P
18902,165,6970,response to osmotic stress,P
18903,165,6950,response to stress,P
18904,165,7172,signal complex assembly,P
18905,165,7165,signal transduction,P
18906,165,2040,sprouting angiogenesis,P
18907,165,43149,stress fiber assembly,P
18908,165,33209,tumor necrosis factor-mediated signaling pathway,P
18909,165,48010,vascular endothelial growth factor receptor signaling pathway,P
18910,165,48010,vascular endothelial growth factor receptor signaling pathway,P
18911,165,17146,NMDA selective glutamate receptor complex,C
18912,165,97440,apical dendrite,C
18913,165,30424,axon,C
18914,165,44297,cell body,C
18915,165,5938,cell cortex,C
18916,165,5737,cytoplasm,C
18917,165,5856,cytoskeleton,C
18918,165,5829,cytosol,C
18919,165,30425,dendrite,C
18920,165,31234,extrinsic component of cytoplasmic side of plasma membrane,C
18921,165,5925,focal adhesion,C
18922,165,30426,growth cone,C
18923,165,30027,lamellipodium,C
18924,165,45121,membrane raft,C
18925,165,43025,neuronal cell body,C
18926,165,5654,nucleoplasm,C
18927,165,5634,nucleus,C
18928,165,48471,perinuclear region of cytoplasm,C
18929,165,14069,postsynaptic density,C
18946,164,7165,signal transduction,P
18947,164,72562,blood microparticle,C
18948,164,5913,cell-cell adherens junction,C
18949,164,5737,cytoplasm,C
18950,164,30659,cytoplasmic vesicle membrane,C
18951,164,5829,cytosol,C
18952,164,70062,extracellular exosome,C
18953,164,5615,extracellular space,C
18954,164,5925,focal adhesion,C
18955,164,42470,melanosome,C
18956,164,5739,mitochondrion,C
18957,164,5654,nucleoplasm,C
18958,164,5634,nucleus,C
18997,163,5634,nucleus,C
19001,162,4719,protein-L-isoaspartate (D-aspartate) O-methyltransferase activity,F
19002,162,98609,cell-cell adhesion,P
19003,162,6479,protein methylation,P
19004,162,30091,protein repair,P
19005,162,5913,cell-cell adherens junction,C
19006,162,5737,cytoplasm,C
19007,162,5737,cytoplasm,C
19008,162,5829,cytosol,C
19009,162,70062,extracellular exosome,C
19010,162,1903561,extracellular vesicle,C
19032,161,2001240,negative regulation of extrinsic apoptotic signaling pathway in absence of ligand,P
19033,161,90084,negative regulation of inclusion body assembly,P
19034,161,31397,negative regulation of protein ubiquitination,P
19035,161,51092,positive regulation of NF-kappaB transcription factor activity,P
19036,161,10628,positive regulation of gene expression,P
19037,161,32757,positive regulation of interleukin-8 production,P
19038,161,70434,positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway,P
19039,161,1903265,positive regulation of tumor necrosis factor-mediated signaling pathway,P
19040,161,42026,protein refolding,P
19041,161,50821,protein stabilization,P
19042,161,50821,protein stabilization,P
19043,161,10941,regulation of cell death,P
19044,161,1900034,regulation of cellular response to heat,P
19045,161,31396,regulation of protein ubiquitination,P
19046,161,46718,viral entry into host cell,P
19047,161,72562,blood microparticle,C
19048,161,5814,centriole,C
19049,161,5737,cytoplasm,C
19050,161,5829,cytosol,C
19051,161,5829,cytosol,C
19052,161,5925,focal adhesion,C
19053,161,16234,inclusion body,C
19054,161,5654,nucleoplasm,C
19055,161,48471,perinuclear region of cytoplasm,C
19056,161,151,ubiquitin ligase complex,C
19057,160,5524,ATP binding,F
19058,160,16887,ATPase activity,F
19059,160,42623,"ATPase activity, coupled",F
19060,160,55131,C3HC4-type RING finger domain binding,F
19061,160,1664,G-protein coupled receptor binding,F
19062,160,98641,cadherin binding involved in cell-cell adhesion,F
19063,160,19899,enzyme binding,F
19064,160,31072,heat shock protein binding,F
19065,160,42826,histone deacetylase binding,F
19066,160,5515,protein binding,F
19067,160,44183,protein binding involved in protein folding,F
19068,160,5102,receptor binding,F
19069,160,31625,ubiquitin protein ligase binding,F
19070,160,51082,unfolded protein binding,F
19071,160,51082,unfolded protein binding,F
19072,160,1618,virus receptor activity,F
19073,160,46034,ATP metabolic process,P
19074,160,98609,cell-cell adhesion,P
19075,160,70370,cellular heat acclimation,P
19076,160,34605,cellular response to heat,P
19077,160,34599,cellular response to oxidative stress,P
19078,160,60548,negative regulation of cell death,P
19079,160,1902236,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,P
19080,160,2001240,negative regulation of extrinsic apoptotic signaling pathway in absence of ligand,P
19081,160,90084,negative regulation of inclusion body assembly,P
19082,160,1901029,negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway,P
19083,160,31397,negative regulation of protein ubiquitination,P
19084,160,30512,negative regulation of transforming growth factor beta receptor signaling pathway,P
19085,160,51092,positive regulation of NF-kappaB transcription factor activity,P
19086,160,1902380,positive regulation of endoribonuclease activity,P
19087,160,10628,positive regulation of gene expression,P
19088,160,32757,positive regulation of interleukin-8 production,P
19089,160,1904722,positive regulation of mRNA endonucleolytic cleavage involved in unfolded protein response,P
19090,160,70434,positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway,P
