id,hagrid,why,band,location_start,location_end,orientation,phenotype
294,294,mammal,2p12,74529405,74533556,1,"HTRA2 is a serine protease involved in apoptosis. Mice mutant for in Htra2 develop neurodegeneration 30–40 days after birth. However, also expressing human HTRA2 in the central nervous system rescues mice from the neurodegeneration and prevents premature death; the mice then go on to develop signs of premature ageing, including premature weight loss, hair loss, reduced fertility and kyphosis [3254]. These results suggest that HTRA2 might play a role in ageing beyond neurodegeneration, though further studies are necessary to establish this."
295,295,mammal,19q13.2,42230186,42242584,-1,"GSK3A is involved in the control of several other proteins, including |JUN|, and signaling pathways like WNT and PI3K. It has been associated with Alzheimer disease [3426]. In mice, knockout of GSK3A results in a phenotype resembling accelerated ageing, including premature death, cardiac abnormalities and sarcopenia [3256]."
296,296,mammal,7p22,2242221,2251145,1,"NUDT1 degrades oxidative damage to DNA and RNA. Mice defective in NUDT1 develop spontaneous tumours [3430]. Mice overexpressing human NUDT1 have lower levels of DNA damage and live 16% longer [3257], suggesting a role in ageing. Further studies are necessary, however.\n"
297,297,mammal,8p11.2,42271302,42332653,1,"IKBKB regulates the degradation of the NFkB complex, including |RELA|, |NFKB1| and |NFKB2|, and as such is involved in inflammation. Brain-specific IKBKB knockout mice live 23% longer. Conversely, viral activation in the hypothalamus activates NFkB and reduces lifespan [3260]. This suggest a potential role for IKBKB in ageing, though further studies are warranted."
298,298,putative,5q35,179806387,179838077,1,"SQSTM1 is involved in autophagic degradation, but possibly apoptosis, immune response and other functions. SQSTM1 knockout mice are short-lived, perhaps due to its role in activating |NFE2L2| since tissues exhibited a pro-oxidative environment due to compromised mitochondrial electron transport. Males live 34% less, while females are only slightly shorter-lived. Males also exhibit some signs of accelerated ageing [3261]. While its role in ageing is unproven, SQSTM1 is worthy of further studies."
299,299,mammal,5q12.1,69234795,69277430,1,"CDK7 is involved in cell cycle control and RNA transcription. Cdk7 deficiency causes early embryonic lethality. However, ablation of Cdk7 in adult animals results in age-related phenotypes, including weight loss, pervasive hair-greying, kyphosis and premature death with <20% of animals living more than one year [3262]. As such, CDK7 could play some role in human ageing, although further studies are necessary to explore this hypothesis."
300,300,putative,17q21.32,44345086,44353106,1,"GRN is an autocrine growth factor. Knockout mice exhibit decreased survival, with less than 50% of animals living more than 2 years, and signs of cellular ageing, though not necessarily progeroid features [3263]. Results from knockout mice also suggest a role for GRN in maintaining neuronal function during ageing [3442]. In humans, GRN mutations have been associated with dementia [3445], but whether GRN is involved in broader aspects of ageing is unknown."
301,301,upstream,7q22.1,101127089,101139266,1,"PAI-1 (SERPINE1) is a serine protease inhibitor, which is elevated in Klotho (|KL|)-deficient mice. Klotho-deficient mice exhibit an accelerated aging-like phenotype including reduced lifespan, arteriosclerosis, and emphysema. PAI-1 deficiency retards the development of senescence and protects organ structure and function while prolonging the lifespan of the Klotho mutant mice [3484]. \n"
302,302,putative,1q42-q43,231337936,231355027,1,"SPRTN may play a role in DNA repair during replication of damaged DNA and in G2/M-checkpoint regulation. Mutations in SPRTN have been associated with Ruijs-Aalfs segmental progeroid syndrome, causing early onset hepatocellular carcinoma, genomic instability and progeroid features [3644]. Many of the displayed features resembled those seen during normal ageing/progeroid syndromes, including: short stature and low weight, delayed bone age, thoracic kyphosis and kyphoscoliosis, cataracts, muscular atrophy, graying of hair, lipodystrophy [3644]. All reported cases so far (N=3) developed hepatocellular carcinoma at an early age (14-17 years old)."
303,303,"functional,putative",5p13.1,38937921,39074408,-1,"RICTOR is a protein component of |MTOR| Complex 2 (mTORC2) that is essential for its activity. Heterozygous male Rictor mice display a significantly decrease in median lifespan (40%) compared to wild-type controls. Liver-specific deletion of Rictor in male mice also resulted in a 30% decrease in median lifespan. In both models, the decrease in lifespan was associated with a decrease in the incidence of cancer. Inducibly deleting Rictor throughout the body in adult animals results in a stronger phenotype with a median survival of less than 1 year. No significant changes were observed for female lifespan in any of the three models. While the mechanism by which RICTOR depletion shortens male lifespan remains unknown, it seems that it is independent of the glucose tolerance role of hepatic mTORC2 and that calorie restriction does not rescue the phenotype [3486]. \n"
304,304,putative,16p11.2,30896607,30903560,1,"Mice lacking cardiotrophin 1 (CTF1), an interleukin 6 family member which promotes fibrosis and arterial stiffness, display decreased arterial stiffness, developed less vascular fibrosis and live longer than wild type mice [3501].\n"
306,306,mammal,17p13.2,3565445,3609410,-1,"Capsaicin, the main pungent ingredient in hot chili peppers, elicits a sensation of burning pain by selectively activating sensory neurons that convey information about noxious stimuli to the central nervous system. The protein encoded by this gene is a receptor for capsaicin and is a non-selective cation channel that is structurally related to members of the TRP family of ion channels. This receptor is also activated by increases in temperature in the noxious range, suggesting that it functions as a transducer of painful thermal stimuli in vivo. Four transcript variants encoding the same protein, but with different 5' UTR sequence, have been described for this gene. [provided by RefSeq, Jul 2008]"
307,307,"model,functional",17q21.3,48048324,48061545,1,"The Nuclear Factor, Erythroid 2-Like 1 (NFE2L1), is involved in globin gene expression in erythrocytes. Overexpressing SKN-1, one of its ortholog genes, in worms has been reported to mildly extend lifespan (by 5-20%) [2497]. Contrastly, RNA interference in SKN-1 prevents the life-extension effects of caloric restriction [2360] and it was shown that SKN-1 is involved in the insulin/IGF-1 signaling, being necessary for the DAF-16/DAF-2 lifespan extension pathway [3650]. \n"
308,305,"functional,putative",16p13.3,3658037,3717597,-1,"TNFR-associated protein-1 (TRAP1) encodes a mitochondrial chaperone protein that is a member of the HSP90 family, and is thought to protect against oxidative stress and apoptosis. Knockout (-/-) of TRAP1 in mice produces viable mutants, with a reduced incidence of age-associated pathologies, including obesity, inflammatory tissue degeneration, dysplasia, and spontaneous tumour formation [3656]."
309,308,"mammal,cell",9p21.3,21077104,21077962,-1,"This gene encodes a cytokine that belongs to the interferon family of signaling proteins, which are released as part of the innate immune response to pathogens. The protein encoded by this gene belongs to the type I class of interferons, which are important for defense against viral infections. In addition, type I interferons are involved in cell differentiation and anti-tumor defenses. Following secretion in response to a pathogen, type I interferons bind a homologous receptor complex and induce transcription of genes such as those encoding inflammatory cytokines and chemokines. Overactivation of type I interferon secretion is linked to autoimmune diseases. Mice deficient for this gene display several phenotypes including defects in B cell maturation and increased susceptibility to viral infection. [provided by RefSeq, Sep 2015]"
