entrez_id,gene_symbol,gene_name,description,chr_loc,chr_start,chr_end,orientation,accession,unigene,omim,ensembl,hprd,species,alias,homologene
57337,SENP7,SUMO1/sentrin specific peptidase 7,"The reversible posttranslational modification of proteins by the addition of small ubiquitin-like SUMO proteins (see SUMO1; MIM 601912) is required for many cellular processes. SUMO-specific proteases, such as SENP7, process SUMO precursors to generate a C-terminal diglycine motif required for the conjugation reaction. They also display isopeptidase activity for deconjugation of SUMO-conjugated substrates (Lima and Reverter, 2008 [PubMed 18799455]).[supplied by OMIM, Jun 2009]",3q12.3,101324188,101513240,-1,,529551,612846,ENSG00000138468,,human,,10778
57650,KIAA1524,KIAA1524,,3q13.13,108545751,108589643,-1,,591308,610643,ENSG00000163507,,human,p90 CIP2A,10842
59277,NTN4,netrin 4,"This gene encodes a member of the netrin family of proteins, which function in various biological processes including axon guidance, tumorogenesis, and angiogenesis. Netrins are laminin-related proteins that have an N-terminal laminin-type domain, epidermal growth factor-like repeat domain, and a positively charged heparin-binding domain at the C-terminus. The protein encoded by this gene is involved in processes including neurite growth and migration, angiogenesis and mural cell adhesion to endothelial cells. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2016]",12q22,95657806,95790757,-1,NG_051252,201034,610401,ENSG00000074527,,human,PRO3091,10934
59343,SENP2,SUMO1/sentrin/SMT3 specific peptidase 2,"SUMO1 (UBL1; MIM 601912) is a small ubiquitin-like protein that can be covalently conjugated to other proteins. SENP2 is one of a group of enzymes that process newly synthesized SUMO1 into the conjugatable form and catalyze the deconjugation of SUMO1-containing species.[supplied by OMIM, Apr 2004]",3q27.2,185586227,185631100,1,,401388,608261,ENSG00000163904,,human,AXAM2 SMT3IP2,11005
64175,P3H1,prolyl 3-hydroxylase 1,"This gene encodes an enzyme that is a member of the collagen prolyl hydroxylase family. These enzymes are localized to the endoplasmic reticulum and their activity is required for proper collagen synthesis and assembly. Mutations in this gene are associated with osteogenesis imperfecta type VIII. Three alternatively spliced transcript variants encoding different isoforms have been described. Other variants may exist, but their biological validity has not been determined. [provided by RefSeq, Aug 2011]",1p34.2,42746334,42767083,-1,NG_008123,720014,610339,ENSG00000117385,,human,OI8 GROS1 LEPRE1,10509
64393,ZMAT3,zinc finger matrin-type 3,"This gene encodes a protein containing three zinc finger domains and a nuclear localization signal. The mRNA and the protein of this gene are upregulated by wildtype p53 and overexpression of this gene inhibits tumor cell growth, suggesting that this gene may have a role in the p53-dependent growth regulatory pathway. Alternative splicing of this gene results in two transcript variants encoding two isoforms differing in only one amino acid. [provided by RefSeq, Jul 2008]",3q26.32,179017222,179072278,-1,NG_050678,371609,606452,ENSG00000172667,,human,WIG1 WIG-1 PAG608,32545
64506,CPEB1,cytoplasmic polyadenylation element binding protein 1,"This gene encodes a member of the cytoplasmic polyadenylation element binding protein family. This highly conserved protein binds to a specific RNA sequence, called the cytoplasmic polyadenylation element, found in the 3' untranslated region of some mRNAs. The encoded protein functions in both the cytoplasm and the nucleus. It is involved in the regulation of mRNA translation, as well as processing of the 3' untranslated region, and may play a role in cell proliferation and tumorigenesis. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2014]",15q25.2,82543200,82648015,-1,,459132,607342,ENSG00000214575,,human,CPEB CPEB-1 h-CPEB CPE-BP1 hCPEB-1,7278
64750,SMURF2,SMAD specific E3 ubiquitin protein ligase 2,,17q23.3-q24.1,64542281,64662267,-1,,515011,605532,ENSG00000108854,,human,,41490
64849,SLC13A3,solute carrier family 13 member 3,"Mammalian sodium-dicarboxylate cotransporters transport succinate and other Krebs cycle intermediates. They fall into 2 categories based on their substrate affinity: low affinity and high affinity. Both the low- and high-affinity transporters play an important role in the handling of citrate by the kidneys. The protein encoded by this gene represents the high-affinity form. Alternatively spliced transcript variants encoding different isoforms have been found for this gene, although the full-length nature of some of them have not been characterized yet. [provided by RefSeq, Jul 2008]",20q13.12,46557822,46684484,-1,NG_047182,655498,606411,ENSG00000158296,,human,NADC3 SDCT2,11266
65220,NADK,NAD kinase,"NADK catalyzes the transfer of a phosphate group from ATP to NAD to generate NADP, which in its reduced form acts as an electron donor for biosynthetic reactions (Lerner et al., 2001 [PubMed 11594753]).[supplied by OMIM, Mar 2008]",1p36.33,1751231,1780513,-1,,654792,611616,ENSG00000008130,,human,dJ283E3.1,49724
79054,TRPM8,transient receptor potential cation channel subfamily M member 8,,2q37.1,233917341,234019521,1,,366053,606678,ENSG00000144481,,human,TRPP8 LTRPC6,23433
79791,FBXO31,F-box protein 31,"This gene is a member of the F-box family. Members are classified into three classes according to the substrate interaction domain, FBW for WD40 repeats, FBL for leucing-rich repeats, and FBXO for other domains. This protein, classified into the last category because of the lack of a recognizable substrate binding domain, has been proposed to be a component of the SCF ubiquitination complex. It is thought to bind and recruit substrate for ubiquitination and degradation. This protein may have a role in regulating the cell cycle as well as dendrite growth and neuronal migration. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Sep 2013]",16q24.2,87326986,87392106,-1,NG_047196,567582,609102,ENSG00000103264,,human,FBX14 Fbx31 MRT45 FBXO14 pp2386,11684
79923,NANOG,Nanog homeobox,"The protein encoded by this gene is a DNA binding homeobox transcription factor involved in embryonic stem (ES) cell proliferation, renewal, and pluripotency. The encoded protein can block ES cell differentiation and can also autorepress its own expression in differentiating cells. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Sep 2015]",12p13.31,7789395,7796060,1,,635882,607937,ENSG00000111704,,human,,78027
80019,UBTD1,ubiquitin domain containing 1,"The degradation of many proteins is carried out by the ubiquitin pathway in which proteins are targeted for degradation by covalent conjugation of the polypeptide ubiquitin. This gene encodes a protein that belongs to the ubiquitin family of proteins. The encoded protein is thought to regulate E2 ubiquitin conjugating enzymes belonging to the UBE2D family. [provided by RefSeq, Mar 2014]",10q24.1-q24.2,97498881,97571209,1,,500724,616388,ENSG00000165886,,human,,11799
80824,DUSP16,dual specificity phosphatase 16,"This gene encodes a mitogen-activated protein kinase phosphatase that is a member of the dual specificity protein phosphatase subfamily. These phosphatases inactivate their target kinases by dephosphorylating both the phosphoserine/threonine and phosphotyrosine residues. The encoded protein specifically regulates the c-Jun amino-terminal kinase (JNK) and extracellular signal-regulated kinase (ERK) pathways.[provided by RefSeq, May 2010]",12p13.2,12473281,12562838,-1,NG_021402,536535,607175,ENSG00000111266,,human,MKP7 MKP-7,15604
83719,YPEL3,yippee like 3,,16p11.2,30092313,30096215,-1,NG_023283,513491,609724,ENSG00000090238,,human,,116010
83931,STK40,serine/threonine kinase 40,,1p34.3,36339618,36385926,-1,,471768,609437,ENSG00000196182,,human,SHIK SgK495,12542
84661,DPY30,"dpy-30, histone methyltransferase complex regulatory subunit","This gene encodes an integral core subunit of the SET1/MLL family of H3K4 methyltransferases. The encoded protein directly controls cell cycle regulators and plays an important role in the proliferation and differentiation of human hematopoietic progenitor cells. [provided by RefSeq, Mar 2016]",2p22.3,32011648,32039839,-1,,531788,612032,ENSG00000162961,,human,Cps25 Saf19 HDPY-30,32582
87178,PNPT1,polyribonucleotide nucleotidyltransferase 1,"The protein encoded by this gene belongs to the evolutionary conserved polynucleotide phosphorylase family comprised of phosphate dependent 3'-to-5' exoribonucleases implicated in RNA processing and degradation. This enzyme is predominantly localized in the mitochondrial intermembrane space and is involved in import of RNA to mitochondria. Mutations in this gene have been associated with combined oxidative phosphorylation deficiency-13 and autosomal recessive nonsyndromic deafness-70. Related pseudogenes are found on chromosomes 3 and 7. [provided by RefSeq, Dec 2012]",2p16.1,55634062,55693909,-1,NG_033012,388733,610316,ENSG00000138035,,human,OLD35 DFNB70 PNPASE old-35 COXPD13,
123169,LEO1,"LEO1 homolog, Paf1/RNA polymerase II complex component","LEO1, parafibromin (CDC73; MIM 607393), CTR9 (MIM 609366), and PAF1 (MIM 610506) form the PAF protein complex that associates with the RNA polymerase II subunit POLR2A (MIM 180660) and with a histone methyltransferase complex (Rozenblatt-Rosen et al., 2005 [PubMed 15632063]).[supplied by OMIM, Mar 2008]",15q21.2,51938023,51971800,-1,,567662,610507,ENSG00000166477,,human,RDL,133895
126308,MOB3A,MOB kinase activator 3A,,19p13.3,2071035,2096501,-1,,744938,,ENSG00000172081,,human,MOB1C moblak MOB-LAK MOBKL2A,41587
149420,PDIK1L,PDLIM1 interacting kinase 1 like,,1p36.11,26109405,26125547,1,,468801,610785,ENSG00000175087,,human,CLIK1L STK35L2,36977
150094,SIK1,salt inducible kinase 1,"This gene encodes a serine/threonine protein kinase that contains a ubiquitin-associated (UBA) domain. The encoded protein is a member of the adenosine monophosphate-activated kinase (AMPK) subfamily of kinases that play a role in conserved signal transduction pathways. A mutation in this gene is associated with early infantile epileptic encephalopathy 30. [provided by RefSeq, Nov 2016]",21q22.3,43414489,43427125,-1,NG_052009,282113,605705,ENSG00000142178,,human,MSK SIK SIK-1 SNF1LK,
203054,ADCK5,aarF domain containing kinase 5,,8q24.3,144373761,144393241,1,,283374,,ENSG00000173137,,human,,34378
220296,HEPACAM,hepatic and glial cell adhesion molecule,"The protein encoded by this gene is a single-pass type I membrane protein that localizes to the cytoplasmic side of the cell membrane. The encoded protein acts as a homodimer and is involved in cell motility and cell-matrix interactions. The expression of this gene is downregulated or undetectable in many cancer cell lines, so this may be a tumor suppressor gene. [provided by RefSeq, Jul 2011]",11q24.2,124919243,124936411,-1,NG_029603,745294,611642,ENSG00000165478,,human,MLC2A MLC2B GlialCAM,17652
280636,SELENOH,selenoprotein H,"This gene encodes a nucleolar protein, which belongs to the SelWTH family. It functions as an oxidoreductase, and has been shown to protect neurons against UVB-induced damage by inhibiting apoptotic cell death pathways, promote mitochondrial biogenesis and mitochondrial function, and suppress cellular senescence through genome maintenance and redox regulation. This protein is a selenoprotein, containing the rare amino acid selenocysteine (Sec) at its active site. Sec is encoded by the UGA codon, which normally signals translation termination. The 3' UTRs of selenoprotein mRNAs contain a conserved stem-loop structure, designated the Sec insertion sequence (SECIS) element, that is necessary for the recognition of UGA as a Sec codon, rather than as a stop signal. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, May 2016]",11q12.1,57741249,57743553,1,,655373,607914,ENSG00000211450,,human,SELH C11orf31 C17orf10,86009
